id,en,cn,class
5679,No need to worry at all; they often call you to offer installment plans since they make money from the fees.,根本不用担心，他们经常打电话给你提议分期付款，因为他们从手续费中赚钱。,2
5688,Ninety-nine thousand turned into nineteen thousand? That's such a scam!,九万九变成一万九？这也太坑了吧！,0
5693,"I intended to cancel, but unfortunately, I'm trapped in stocks. Is this within the credit limit or outside of it?",我本来想取消，但是不幸的是被股票套住了。这到底是在额度内还是额度外呢？,2
5700,I received the card first. Let me go to the bank to verify the amount in person.,我先收到了卡。让我亲自去银行确认一下金额。,2
5712,Going to ICBC to see porcelain.,去工行看瓷器。,2
5722,"It's useless temporarily; I've given it a year for temporary use, but there's no progress with the fixed one.",临时没用，我都给了一年临时了，可固定的就是没有动静。,2
5725,Is there no credit limit on the gold card?,金卡没有额度上限吗？,2
5741,"I don't feel it has much impact. Anyway, I don't plan to apply for a card recently, so I'll just leave it for a year and let it expire without mentioning it.",我觉得影响不大。反正我最近没有申请信用卡的打算，就这样留一年，不提就让它过期。,2
5746,"No, after applying online, the call back directly provided the credit limit.",不，网上申请后，电话回拨直接给出了信用额度。,2
5749,The partnership with Citic Bank leads to instant approvals and rejections.,与中信银行的合作实现了秒批秒拒。,2
5761,"Finally, someone has negotiated; the bank should be flexible now.",终于有人开始协商了，银行应该能够放宽一些了。,2
5764,How much do you owe to Citic Bank?,你欠中信银行多少钱？,2
5766,"Do you owe any money? I owe 110,000. Call me and let me know you'll get it to me in a couple of days. Lately, the debt collectors always seem to threaten me.",你欠钱吗？我欠11万。给我打个电话，告诉我你过两天就能给我。最近催款的人总是喜欢用威胁的方式。,0
5767,"Citic usually doesn’t charge, but they are currently in litigation; however, you can help.",中信一般不收费，但他们正在起诉；不过，你可以帮忙。,2
5768,"You dared to decline everything, which I find impressive. After rejecting me twice, I’m just waiting three months to engage again.",你竟然敢全都拒绝，真让我佩服。拒绝我两次之后，我只等了三个月就想再找你。,2
5770,"I received offers from Bank of China, ICBC, Guangfa, and Minsheng. I did buy some wealth management products from CITIC, but they declined my invitation.",我收到了中国银行、工商银行、广发银行和民生银行的邀请。我确实购买了中国信托的一些理财产品，但他们拒绝了我的邀请。,2
5778,"I didn't follow up either. The first one was a co-branded card arranged by the Eastern Airlines customer service at the airport, which I feel is pretty useless. A few days later, I applied for the iWhite and Huawei bundled card, and I didn't get any follow-up on that either. It seems like Huawei is not of much use, so I canceled it over the phone. Everything was approved instantly...",我也没再追踪。第一个是机场东方航空客服办理的联名卡，感觉没什么用。过了几天我申请了i白和华为的套卡，也没回访，感觉华为没什么实用，我打电话取消了，都是秒批的...,2
5780,"When I applied to Citic, I also went through follow-up calls and got rejected one after another. At that time,",我申请中信的时候也经历了回访，但一个个都被拒绝。当时，,0
5783,The card member comes to the door. The efficiency is high.,卡会员亲自上门，效率很高。,2
5788,There is no Citic Bank in Jinzhou. Are you referring to Huludao or Panjin?,锦州没有中信银行啊，你是指葫芦岛还是盘锦？,2
5795,What's the point of borrowing so much money? Is it even meaningful? Online lending is a trap!,借这么多钱有什么意义呢？这真有意义吗？网络贷款真是个陷阱！,0
5804,Regional policies are very strict in Henan.,分地区的政策在河南非常严格。,2
5814,Will there be a second review for activation? Is it an automated review or handled by customer service?,激活会有二次审核吗？是自动审核还是人工客服审核呢？,2
5822,"Really? Did I remember it wrong? Because I applied for both the CITIC Bank and Postal Savings Bank at the same time, maybe it's the Postal Savings credit card that requires this information! Could you please take a screenshot and show me what information is needed for the CITIC online application?",真的吗？我记错了吗？因为我是同时申请了中信银行和邮储银行的，可能是邮储的信用卡需要填写这些信息吧！你能不能截个图给我看看中信的网申需要哪些资料啊？,2
5825,"I didn't request a temporary increase. In this case, when can I expect an increase?",我没有申请临时提高额度。在这种情况下，我什么时候可以期待提额？,2
5832,"I also forgot about it for a few months, anyway, it's been over half a year. When they came to my house, I wasn't home, and they said they took photos and videos. You have to raise the money within two days; if you can't come up with the full amount, you'll need to show the bank your sincerity by paying 20% first, then they might consider giving you an installment plan. Otherwise, they'll resort to legal action. 

",我也忘了几个月了，反正已经超过半年了。他们来我家的时候我不在家，听说他们拍了照片和录像。你需要在两天内筹到钱，如果无法一次性支付，就要先拿出20%给银行，看出你的诚意，他们才会考虑给你分期。否则，他们就会走法律程序。,2
5849,"Was the application done online? I was invited by CITIC Bank through a phone call. Previously, when my card hadn't arrived, I called customer service, but they couldn't check the limit. They said I had to wait until the card arrived and activate it for a second approval to know the limit. Today the card arrived, and after scanning the QR code, the limit is 20,000...",是网上申请的吗？我接到中信银行的电话邀请。之前卡还没到时，我打电话给客服，但他们无法查询额度。他们说我得等卡到了并激活后才能进行二次审批，才知道额度。今天卡终于到了，扫一下二维码，额度是20000...,2
5857,"I asked customer service, and they confirmed that it won't affect my credit report since I made the minimum payment before the due date.",我问了客服，他们确认这不会影响我的信用记录，因为我在还款日前就支付了最低金额。,2
5860,The service should resume after 12 o'clock. Don't worry about calling customer service.,服务应该在12点以后恢复。拨打客服热线不用担心。,2
5863,"The gift delivery speed of Citic Bank is very slow, taking at least over two months.",中信银行的礼品送达速度很慢，最少需要两个多月。,0
5865,Why is this interface still the same? Didn't the card space limit page get revamped some time ago?,你怎么这个界面还是一样的？动卡空间的额度页面不是已经改版了一段时间了吗？,2
5876,I don't see any pending statements; there are none.,我没有看到任何未出账单，什么都没有。,2
5879,The next bill is due for payment.,下一张账单要支付。,2
5891,"What a load of nonsense! A lot of people experienced this situation back then, and some even said it was a scam. The customer service was just as confused. My repayment limit changes several times now because I’m still using the new express line that’s beyond my limit...",真是胡说！当时很多人都遇到过这种情况，有人甚至说这是在坑人。客服也是一脸懵。我现在的还款额度还会变化好几次，因为我还是在用额度外的新快线……,0
5892,"It seems that the credit limit for the Circle Dream Plus exceeds the credit card limit, and Citic is managing the risk. It’s likely that only by repaying to an amount that doesn't exceed the credit card limit can it be restored. I had a similar situation before, with a monthly deficit of 8,000. After about a year of just paying off the debt without withdrawing, it's finally restored...",看起来圆梦金加的授信额度超过了信用卡额度，中信在进行风险控制。估计只有还款到不超过信用卡额度才能恢复。我之前也经历过类似的情况，每月都是负8000，大概还了一年多只还不取，现在终于恢复了...,2
5908,"I still haven't received the results. It's been two days since I returned, and the efficiency seems a bit low.",我还没得到结果。我回来已经两天了，效率似乎有点低。,0
5913,"This is the consequence of applying for a credit card from China Merchants Bank—over 40,000 in debt, nearly 3,000 in penalties each month, and when I called, they refused to allow installment payments, forcing me to borrow from loan sharks.",这就是我申请招商银行信用卡的结果——欠款超过四万，每个月罚款近三千，打电话时他们不肯让我分期付款，逼得我去借高利贷。,0
5920,Why is there a special red limit written here? Is it a sign that my credit limit will be increased?,这个红色的专享额度是怎么回事？是不是意味着我的信用额度要提高了？,2
5923,"When applying for a China Merchants Bank credit card for the first time, it's advisable to prepare some proof of financial ability, as this can facilitate the issuance of a higher credit limit.",首次申请招商银行信用卡时，建议准备一些财力证明，这样有助于获得更高的信用额度。,2
5929,"As a credit card beginner, I applied for a credit card from China CITIC Bank and was directly offered a limit of 25,000, while from China Merchants Bank, the limit was only 10,000. [Curious]",作为一个信用卡新手，我申请了中信银行的信用卡，一下子就给了我25000的额度，而招商银行只有10000。[好奇],2
5932,"You can follow the China Merchants Bank credit card official account on WeChat to check the status, or you can log into the mobile banking app to track your credit card status. Once it’s approved, there’s just a card production period of 3-7 days and the mailing process.",你可以关注微信里的招商银行信用卡公众号查询进度，或者登录手机银行app查看信用卡状态。指定通过后，制卡期大概需要3到7天，还有邮寄时间。,2
5937,"For instance, if you want the Everday Red Envelopes and the 50% discount on Wednesday Meal Coupons from China Merchants Bank, etc.",比如说，你想要招商银行的天天红包、周三饭票五折等优惠。,2
5938,"For instance, I'm interested in the co-branded card between Bank of Communications and JD.com, along with their popular events like ""Most Popular Friday"" and 50% off Friday meal vouchers. Additionally, Bank of Communications credit cards offer an extra benefit with an interest-free period of up to 56 days. That's why I prefer Bank of Communications.",比如我对交通银行和京东合作的联名卡很感兴趣，还有他们的热门活动，比如“最红星期五”和周五饭票五折。此外，交通银行的信用卡还有一个额外好处，就是最长可以享受56天的免息期。因此，我更倾向于选择交通银行。,1
5943,"While getting approved for a card isn't the easiest, it's relatively easier compared to the big four banks.",虽然申请这张卡并不是最简单的，但相比四大行来说，还是算容易很多的。,2
5945,"China Merchants Bank generally does not reference the credit limits of other banks when approving credit cards, while some other banks do take China Merchants Bank's limits into account.",招商银行在审批信用卡时，通常不会参考其他银行的额度，而一些其他银行则会考虑招商银行的额度。,2
5948,"The salary card is a savings card, and it's first-come, first-served. The credit card is sent to you by post.",工资卡是储蓄卡，先到先得，信用卡是邮寄给你的。,2
5950,"The China Merchants Bank Constellation Guardian Credit Card features a deep blue galaxy design, bringing the Milky Way closer to you.",招商银行星座守护信用卡的墨蓝宇宙卡面，将星河之美尽收眼前。,2
5951,"Is there a requirement for the card limit? If the limit has been increased to 20,000 but I only spend 2,000 to 3,000 each month, will it affect the chance of getting a higher limit?",刷卡额度有要求吗？如果额度已经提到2万，但每个月只刷2到3千，这会影响我提升额度的机会吗？,2
5962,The points from China Merchants Bank are more useful.,招商银行的积分更实用。,1
5967,"The temporary credit limit from China Merchants Bank is out; you must use it and spend it all. Pay it off within five days after exiting, and if the next temporary limit is going to be 2.5 times your fixed limit, don’t worry. You should definitely see a raise in the limit steadily by the third month.",招商银行的临时额度出来了，你一定得用，然后把它刷完。出站后五天之内还掉，再出临时额度如果是固定额度的2.5倍，就不用担心。第三个月一定会稳稳提升额度。,2
5969,"You can shop at China Merchants Bank's online mall, which boosts the bank's rating.",可以在招商银行的网上商城购物，这样可以提升银行的评分。,2
5970,Control the debt-to-income ratio and credit card usage rate to around 70% to 80%.,将负债收入比和信用卡使用率控制在70%到80%左右。,2
5975,Holding UnionPay's Installment Platinum (Rip-off White) etc.,持有银联分期白金（坑爹白）等等。,0
5985,"The activities at China Merchants Bank are plentiful, making it easy to take advantage of their offers. However, I feel unqualified for their Platinum card. As for credit cards, I can easily collect at least 3,500 yuan in rewards each year.",招商银行的活动很多，很容易薅到羊毛。不过我觉得自己不够资格申请他们的白金卡。至于信用卡，一年至少能拿到3500元的羊毛。,1
5992,"The downside is that credit cards have annual fees, but you can usually waive the fee for the following year by making just six transactions, regardless of the amounts.",缺点就是信用卡都有年费，不过一般只要刷六次就能免除下一年的年费，而且金额没有限制。,0
5994,"The ICBC WeChat card (limit of 10,000 to 50,000) features 1.5 times points for spending when linked to WeChat.",工行微信卡（额度为1万到5万）具有绑定微信消费可获得1.5倍积分的特点。,2
5996,"I am also a six-star customer. I have not provided any property or vehicle information, and I have been using the card for two and a half years. My credit limit increased from 20,000 to 100,000.",我也是六星客户，没提供房产和车产，已经用卡两年半了，额度从两万涨到了十万。,2
6039,I applied for the ICBC credit card twice this year and both applications were rejected.,我今年申请了工行的信用卡两次，结果都被拒了。,2
6041,I recommend applying for a credit card from China Merchants Bank or Guangfa Bank. The credit cards from commercial banks tend to have more activities compared to the four major state-owned banks.,我建议办一张招商银行或广发银行的信用卡，商业银行的信用卡活动比四大国有银行多一些。,2
6051,"I started with 5,000, then gave 10,000 after six months, increased it to 20,000 another six months later, and then jumped straight to 100,000.",我一开始投了5000，半年后加到了1万，再过半年增到2万，然后直接提到了10万。,2
6054,"One Star. The first card gave me 50,000... I was left dumbfounded.",一星。首张卡给了我50000…我简直懵了。,0
6057,"The credit limits offered to new customers at the four major banks are generally quite low. If you need more, you can consider applying at China Everbright Bank, where we usually start with limits around 20,000 to 30,000.",四大银行对新客户的信用额度普遍较低。如果你需要更多的话，可以考虑光大银行，我们通常起批额度在两三万左右。,0
6060,"Never apply for a card from Guangfa Bank. Their risk control is terrible, and they won't care about you at all if something goes wrong.",广发银行的卡千万别办，他们的风控很差，出了问题根本不会管你的死活。,0
6064,Just received my new card and was about to activate it when I realized this junk credit card has an annual fee of 2500 yuan for a platinum card. OMG!,刚收到新卡，正准备激活时发现这张破信用卡居然是年费2500元的白金卡，天哪！,0
6087,"This platinum card is somewhat mediocre; students are applying for a gold card. I'm also a platinum cardholder, but my limit is only 13,000.",这个白金卡有点一般，学生申请的都是金卡。我也是白金卡用户，但我的额度只有一万三。,2
6100,"I just got a card that suits me, a CCB car card. I get a free car wash once a week, and if I don't wash it, the car shop can issue a voucher so I can wash it later.",我刚办了一张适合自己的卡，建行车卡。每周可以免费洗一次车，如果不洗的话，车店可以开个单子，之后还能洗。,2
6104,"Cancelling a card from China Construction Bank isn't difficult, but the bank's system will retain the information permanently.",注销建行的卡并不难，但银行系统会永久保存信息。,2
6109,"I just checked with China Construction Bank, and all my pre-approvals show as ""not available,"" which is really frustrating... My salary card, social security card, and housing fund card are all with CCB, and my annual transaction volume conservatively amounts to 250,000. A few years ago, they issued me a credit card with a limit of only 2,000 yuan... I ended up canceling it, and since then, I haven't been able to get another credit card approval.",我刚查了建行，所有的预审批都是“暂无”，真让人无奈……我的工资卡、社保卡、公积金卡都是建行的，一年流水保守估计也有25万。几年前给我下了一张信用卡，额度才2000元……我直接注销了，之后再也没能成功申请信用卡。,0
6112,"The qualifications are good, and they can provide instant approval. If there are any blemishes on the credit report, it may enter manual review. The results will be available in about a week.",资质挺不错的，可以实现秒批。如果征信上有问题，可能就会进入人工审核。大约一个星期会出结果。,0
6119,"My China Construction Bank platinum card only has a limit of 20,000.",我的建设银行白金卡才有2万的额度。,0
6120,"I applied for an ETC and ended up with a credit card. Now, I'm trying to figure out how to get rid of it since I don't have a habit of spending in advance.",我办理了ETC，却意外申请到了信用卡。现在在想办法怎么处理掉它，因为我没有提前消费的习惯。,2
6126,"The credit card approval and overdraft limit are determined based on individual assets and income. The more assets and income a person has, the higher their credit card overdraft limit will be.",信用卡的审批和透支额度是根据个人的资产和收入来确定的。个人的资产和收入越多，信用卡的透支额度就越高。,2
6131,"Credit reports will record the usage status of credit cards. If a credit card has not been activated, it will display terms like ""Not Activated,"" indicating that you have such a card under your name, but it has not been used.",个人信用报告会记录信用卡的使用情况。如果信用卡未激活，会显示“未激活”等字样，表示你名下有这张卡，但没有使用过。,2
6132,Why hasn't my application for the Yao Hong card been approved after a week?,我申请的耀红卡为什么一周了还没有通过？,0
6138,The credit limit for China Construction Bank credit cards usually increases after three months to half a year.,建设银行的信用卡额度一般在三个月到半年后就能提高了。,2
6146,"It's advisable not to miss your payment deadlines, as late payments can bring unnecessary troubles to yourself.",建议你不要错过还款期限，因为逾期会给自己带来不必要的麻烦。,2
6147,"My credit limit on the ETC increased from 10,000 to 18,000 in just a year and a half. Later, the bank called me to help me with an installment plan for cash withdrawal, and I haven’t withdrawn cash too frequently.",我的ETC额度在一年半内从一万提高到了一万八。后来银行打电话给我，帮我办理了一个分期付款的保护措施，我套现的次数不多。,2
6151,"Your credit card needs to be activated by you in order to use it; if you haven't activated it, there won't be any repayment amount.",信用卡需要你本人激活才能使用，如果你没有激活，就不会有还款额。,2
6169,"My first credit card was from China Construction Bank, and I'm very satisfied with the limit of 18,000 on the standard gold card.",我人生的第一张信用卡是建行的，标准金卡的额度有18000，我非常满意。,1
6173,"Having a high limit is useless, just like borrowing money and not paying it back! ", 有高额度有什么用，就像借了钱不还一样！,0
6177,"After using it for so many years, I just found out that a government card won't automatically increase its limit. Now, here's the question: if I already have a Construction Bank government card, can I still apply for a regular credit card from Construction Bank?",用了这么多年，我才明白公务卡不会自动提额。那么问题来了，如果我已经拥有建行的公务卡，是否还能申请建行的普通信用卡呢？,2
6182,My public security convenience Dragon Card credit card has a limit of 2000 at activation. I guess it will just be stuck at 2000 forever?,我这张公安便民龙卡信用卡开卡时额度是2000，估计就只能永远停在2000了吧？,2
6199,"What's so good about it? In the end, isn't it me who has to fix the mess?",这有什么好呢？最后不还是得我来收拾烂摊子吗？,0
6200,"Post-loan management and loan approval processes for credit cards are different and do not impact each other. The frequency of post-loan inquiries varies by bank. If you don't like it, just cancel the card; it's pointless to sensationalize it.",贷后管理和贷款审批信用卡审批是不同的，互不影响。贷后查询的频率因银行而异。如果你不喜欢，就直接销卡；夸大其词没有意义。,0
6213,"The Bank of China credit card is the best, but it's hard to get approved.",中国银行的信用卡最好，只是审批太难了。,2
6215,"You need to apply for the construction within 5 lines; otherwise, it will be very difficult to get a card approved in the future.",你需要在五行内申请建设，否则以后申请卡片会非常困难。,0
6225,"The annual fee for the Dasha White card is much harder to deal with; no matter how much I swipe, I don’t earn any points.",大山白的年费真让人难以应对，刷来刷去就是没有积分。,0
6232,"I just applied for an Industrial Bank credit card, and my application was approved in just three minutes after submitting my information. I guess the credit limit will be quite low.",我刚申请了一张兴业银行的信用卡，填完资料后三分钟就通过了，估计额度会很低。,1
6237,"SPDB also has a questionable approach. When I went to activate my credit card, they forced me to open a savings account. I had my doubts and asked multiple times what would happen if I didn't want the savings account, as I didn't want so many cards. The salesperson was vague and kept saying something about their branch having to bear the consequences, but I didn’t really catch what they said!",浦发的做法确实有点让人费解。我去激活信用卡时，他们强迫我开了一张储蓄卡。我心里有疑问，问了好几次如果不想开储蓄卡会怎样，因为我不想有那么多卡。业务员模棱两可，不停说什么他们分行要承担后果，但我根本没听清他们说了什么！,2
6239,I was misled yesterday into opening a credit card along with my salary account.,我昨天被忽悠了，开工资卡时必须同时开信用卡。,0
6242,"There is hardly any negotiation with Industrial Bank. I've called several times, and the customer service only suggests that I repay the revolving funds on time.",兴业基本上没有什么协商，我打过好几次电话，客服只是建议我按时还款周转资金。,0
6245,"In my opinion, Citic and Pudong Development Bank are the worst when it comes to credit cards, no questions asked.",我个人觉得中信银行和浦发银行的信用卡是最糟糕的，没什么好说的。,0
6255,"The interest rates on CITIC cards are really high; it's quite a trap. I'd advise you not to use them at all. I’ve fallen into this situation, and now there's no way out but to slowly get back on track.",中信卡的利息是真的高，特别坑人，建议最好别用。我现在已经陷进去，没办法，只能慢慢想办法脱身。,0
6261,CITIC credit card is really not that great. I canceled it after using it for almost two years.,中信信用卡确实不太好，我用了快两年就注销了。,0
6283,Find an image of the Filial Piety White Card online and insert it into a Word document.,在网上找一张孝心白卡的图片，然后把它插入到Word文档中。,2
6292,This issue is still unresolved. The bank's efficiency is really low.,这个问题仍然没有解决。银行的效率真是太低了。,0
6298,"Theoretically, it's been about a year since the card was issued, but personally, I have my doubts. This is for reference only. ", 理论上，自从发卡以来大约已经有一年了，但我个人对此有点怀疑。仅供参考。,2
6315,"Yes, first of all, takeaway delivery is cheaper. Secondly, I heard that the Meituan card doesn’t reflect on your credit report. Isn’t that great? You get extra money without it affecting your credit score, which is just like those low-interest online loans from before. But it seems like not all Meituan transactions are exempt from being reported, right?",是的，首先外卖便宜，其次我听说美团卡在征信上不显示，这不是很好吗？额外给你一笔钱，还不影响征信，这不就和之前的低息网贷一样？不过好像并不是所有的美团消费都不显示，对吧？,2
6333,"I received a bill installment of over 2400, and they said it would be set at 2600...",我拿到的账单分期是2400多，他们说定在2600...,2
6340,"Disappointed, so I closed my account. The bank really looks down on people, damn it.",失望得要注销账户，这个银行真是看不起人，真讨厌。,0
6348,The postal customer service said that phone reservations are not allowed. I'm really frustrated because there's no consistent answer from them; it's so inconvenient. ,邮政客服说不能电话预定，我真是烦透了，因为他们没有统一的答案，太不方便了。,0
6354,"I admire the instant approval from Dingji Bank, but I was immediately rejected by Feiyue Bank.",我很赞赏鼎级银行的秒批，但飞越银行却让我秒拒。,2
6357,Building 12k,建设12000,2
6381,"However, I don't have a card from Ping An, so please let me know where the ""wild chicken"" of Ping An is located?",但我在平安没有卡，所以请大家告诉我，平安的“野鸡”在哪里？,2
6391,"I just received a safe, unsecured loan today. If I don’t dare to agree, I fear the darkness.",我今天刚收到一笔安全无抵押贷款。如果我不敢同意，我就会害怕未知。,2
6396,"They also called me to verify, but it has nothing to do with the limit, right?",他们也给我打了电话核实一下，这和额度没有关系吧？,2
6401,"I've been using Ping An's services lately, and their points can be used to top up mobile credit.",我最近一直在使用平安的服务，他们的积分可以用来充话费。,2
6403,"What is considered normal usage? On average, how much is spent on each bill?",什么算是正常的使用？每个账单平均刷多少钱？,2
6407,"Are the limits for the two cards separate? Then I would have over 120,000 in credit in Ningbo, right?",这两张卡的额度是分开的吗？那我在宁波岂不是有超过12万的授信？,2
6411,"I just received a text message as well; my credit limit was approved, and it's quite modest.",我也刚收到短信，额度通过了，但额度挺少的。,2
6422,"You must use it; if there are no temporary quota usage records, the permanent quota won’t be increased. Set the temporary quota time to one day, and after one month of expiration, you can increase your permanent quota. I've done this twice; I used the temporary quota last month, and if all goes well, I’ll increase it this month. At first, I listened to others...",必须使用临时额度；如果没有使用记录，就无法提升固定额度。把临时额度的时间设为一天，过期后大约一个月就可以提升固定额度。我之前这样提升过两次，上个月也用了临时额度，如果顺利的话这个月就提升。我刚开始是听别人的建议...,2
6423,"There are issues with the credit report, planning to apply for a card two years after making payments. Just released the China Merchants Bank card yesterday.",信用报告上有问题，打算在付款两年后申请信用卡。招商银行的卡昨天刚发布。,2
6449,"Is the entire 22,000 being financed in installments?",是把2.2万全部分期吗？,2
6457,"It's better than being rejected instantly, and I even got the number 2588888 before it flew away.",比起被秒拒，这样好多了，我甚至在它被抢走之前拿到了2588888的号码。,2
6478,Which machines now offer points when you scan?,现在哪些机器扫码可以获得积分？,2
6488,"The system can't even be passed, so I won't apply for a credit card anymore.",系统连审核都过不了，我以后再也不办信用卡了。,2
6489,"Let's look at the channels, shall we? What I'm concerned about is whether the branches play a decisive role like the Big Four banks do.",我们来看看渠道吧？我关心的是分行是否和四大行一样起到决定性作用。,2
6511,"The finance manager also advised me to sell my card and then apply offline after three months, saying that the limit would be good.",财务经理还建议我先卖掉卡，三个月后再在线下申请，说额度也会挺不错的。,2
6521,Is there a chance just by submitting?,提交之后就有机会吗？,2
6524,"Mine has been phased out as well, and I haven't mentioned it either.",我的也已经分阶段了，我也没提。,2
6530,"I’ll apply for one too, feeling happy!",我也去申请一张，心情很好！,2
6533,"I have used it several times, but I haven't received anything yet.",我用了几次，但一直没有收到任何东西。,2
6536,"Is it easy to get a Dingya White credit card? I don't have much in terms of qualifications, so I guess Bank of China is being lenient.",鼎雅白信用卡好申请吗？我没什么资质，所以我想中行可能是宽松一点。,2
6546,CCB_43k(20k-30k-42k-43k),建设银行_43k(20k-30k-42k-43k),2
6548,"Cash withdrawal is delayed. You can only withdraw cash on the spot. This is just rhetoric. If they refuse to process your withdrawal, who are you going to turn to for accountability? The customer service will just shift the blame.",取现延迟。只能现场提取现金。这只是个说辞。如果他们拒绝处理你的取款，你该向谁寻求说法呢？客服只会推卸责任。,2
6550,"Once you use the New Fast Line Dream Fund, it's usually gone.",一旦使用了新快线圆梦金，基本上就没了。,2
6553,I envy you special invited users.,我真羡慕你们这些被特邀的用户。,2
6559,"I made an appointment in advance. I scheduled for the 17th but received a call from the branch on the 15th informing me that the building might be quite busy on the 17th. So that afternoon, I went to the branch directly, found the lobby manager, filled out the forms, and then went home. The entire process was very polite...",我提前预约了。我原本预约了17号，但在15号收到了网点的电话，说17号那栋楼可能会比较忙。所以我在15号下午直接去了网点，找到了大堂经理，填写了一些表格，然后就回家了。整个过程都很有礼貌...,2
6564,It's not fair for you to take so much money without putting in any effort.,你白拿这么多钱是不合适的。,2
6574,"In the past, I would refresh the store every other day or so; I don’t mind doing it just once now. As long as I don’t keep refreshing the same store, it’s fine.",以前我一般隔一天刷一次店铺，现在偶尔只刷一次也没关系。只要不是一直刷同一家店就可以了。,2
6575,"Points earned on the day of purchase are credited on the third day. If the purchase is made after 9 PM on that day, the points will be credited on the fourth day.",当天消费的积分要等到第三天才到账。如果是晚上九点以后消费的，那就得等到第四天到账。,2
6591,Give me an instant rejection.,给我来个秒拒。,2
6594,You're still too young; don't be bothered by the multi-headed credit limits. Just take it easy with the increases. , 你还是太年轻了，不用太在意这个信用额度的提高，放轻松点。,2
6600,Try it in installments,试试看分期付款,2
6602,The customer service at Guangfa Bank is really inconsistent; I received contradictory responses from different representatives on the same issue over a single call.,广发银行的客服真是不太靠谱，打同一个电话询问同一个问题，却从不同的人那里得到了相互矛盾的回答。,0
6610,"The best bank for credit limit increases, right? The experienced ones know all about Guangfa after being in the game for 17 years.",提额最快的银行就是它吧？当老哥都在行业待了17年，怎么会不知道广发呢？,2
6616,"Just completed the application; the Enjoy version is exempt from fees without car insurance, while the Premium version is not exempt.",刚办理完，悦享版在没有车险的情况下免收费用，豪享版则不免。,2
6619,What is the total credit limit?,总授信大概是多少？,2
6626,"I applied on the 24th or 25th, and it's been several days without anyone contacting me.",我24号还是25号申请的，已经过了好几天了，仍然没有人跟我联系。,2
6632,"Payroll and provident fund statements can be provided by just taking a screenshot from the phone, and if there are any other asset proofs available, they can also be included.",代发工资和公积金流水只需要手机截图就可以，如果还有其他资产证明的话，也可以一起带上。,2
6633,Wealth management products are divided into capital-protected and non-capital-protected categories.,理财产品分为保本类和不保本类。,2
6638,"I hardly ever check my credit report. I checked it once a long time ago and saw records from 2015 or whenever, showing all these tiny loan amounts, like tens or hundreds of dollars. I was just speechless. I probably don't have any small loans; I've only dealt with JD and Ant Financial's services.",我基本上不怎么查我的征信。很久以前查过一次，看到2015年还是很久以前的记录，显示有好多几十块几百块的小额贷款，我真的是无语了。应该是我没有什么小额贷款，只用过京东和蚂蚁金服的服务。,0
6643,It's pretty good. I bought a fund from China Merchants Bank.,还不错，我买了招行的一只基金。,2
6645,I previously had a meal card and then canceled it. Do I need to activate it again at the bank?,我之前办了一个菜卡，然后取消了。现在我还需要去银行重新激活它吗？,2
6648,I've been waiting for 17 days... too slow. ,我等了17天……太慢了。,0
6653,"Is there any hope? I feel really uncertain... I'm starting to think even a credit limit of 20,000 seems out of reach.",有希望吗？我感觉心里没底……我开始觉得两万的额度都难以实现。,2
6654,"I'm not sure about the situation of other cardholders with large overdue amounts, but the call I received today had a very aggressive attitude from the other party. It just frustrated me. I originally took out a mortgage with SPDB, and they even issued me an AE White card because of it, with a fixed limit of 136,000 RMB...",我不知道其他大额逾期的卡友情况如何，但我今天接到的电话对方态度非常强硬，真让我郁闷。当初我在浦发银行办理了房贷，浦发还因此给我办了AE白卡，额度高达13.6万。,2
6664,"I've already followed this, please let the original poster know once the loan is approved. I also have a credit limit of 80,000.",我已经关注了，楼主下款后请告诉我。我也有8万的额度。,2
6668,I feel the same way; I can't use my points anymore.,我也是，积分不能用了。,2
6718,"I applied through what channel, and the limit is surprisingly high?",我通过什么渠道申请的，额度居然这么高？,2
6722,It's not absolute.,这不是绝对的。,2
6730,"Of course, just like fixed-income assets, equity assets can also generate returns from trading, especially in the case of actively traded stocks.",当然，权益类资产和固定收益类资产一样，也能通过交易产生收益，特别是那些交易活跃的股票。,2
6731,I was too anxious and ended up swiping my card on the same day.,我太着急了，结果当天就刷卡了。,2
6734,The poster asks if they can apply for the exciting card directly through the app or if they need to find a card officer for assistance. They are seeking clarification and thank you for the help.,楼主在问，能否通过应用直接申请精彩卡，还是需要找卡员帮忙。他想寻求解答，谢谢。,2
6738,How many cards do you have? What's the total amount?,你有几张卡？总金额是多少？,2
6746,"Is it still overdue now, or has it been one and a half years since it was overdue?",现在还是逾期吗，还是逾期处理已经过了一年半了？,2
6756,"Aside from helping you activate your account, they may ask you to set up a cash installment plan; otherwise, there shouldn't be any other issues.",除了帮你激活账户，他们可能会要求你设置现金分期计划，基本上没有其他问题。,2
6760,"The phone line is quite difficult to connect, I had to call around twenty times before I finally got through.",电话接通比较困难，我打了大约二十次才终于打通。,2
6771,"I understand. It would be great if I pay off the full amount and there's no interest charged. The credit card processing fee is definitely cheaper than the interest on the bill, so it's totally worth it.",我明白了，如果全额还款后不收利息，那就太好了。刷卡手续费肯定比账单的利息便宜，真是太划算了。,1
6775,The upcoming launch will be reassuring.,即将推出的产品让人放心。,2
